 
 2020-07-09 23:50:40 
 Name of the deleted file is License_certificate_2020_15857_1596436249.pdf 
 Name of the deleted file is License_certificate_2020_15859_1596447850.pdf 
 Name of the deleted file is License_certificate_2020_15860_1596450039.pdf 
 Name of the deleted file is Registration_certificate_2020_15857_1596436249.pdf 
 Name of the deleted file is Registration_certificate_2020_15859_1596447850.pdf 
 Name of the deleted file is Registration_certificate_2020_15860_1596450039.pdf 
  
 2020-08-03 20:36:13 
 Name of the deleted file is Registration_certificate_2020_15853_1596451896.pdf 
  
 2020-08-04 02:05:09 
  
 2020-08-04 11:41:43 
  
 2020-08-04 14:53:25 
  
 2020-08-04 17:54:26 
  
 2020-08-05 00:46:27 
  
 2020-08-05 09:30:56 
  
 2020-08-05 12:33:46 
  
 2020-08-05 15:54:28 
  
 2020-08-05 19:00:13 
 Name of the deleted file is DOCUMENTS_23_831751.pdf 
 Name of the deleted file is DOCUMENTS_33_263085.pdf 
 Name of the deleted file is DOCUMENTS_33_366749.pdf 
 Name of the deleted file is Document_category_2020_1_1596628720.pdf 
  
 2020-08-05 22:35:50 
 Name of the deleted file is Common_application_form_2020_15811_1596642049.pdf 
 Name of the deleted file is DOCUMENTS_23_831751.pdf 
 Name of the deleted file is DOCUMENTS_33_263085.pdf 
 Name of the deleted file is DOCUMENTS_33_366749.pdf 
 Name of the deleted file is Document_category_2020_1_1596628720.pdf 
  
 2020-08-06 10:53:16 
  
 2020-08-06 16:26:06 
 Name of the deleted file is Common_application_form_2020_15811_1596642049.pdf 
 Name of the deleted file is Common_application_form_2020_15811_1596692830.pdf 
 Name of the deleted file is DOCUMENTS_23_831751.pdf 
  
 2020-08-07 09:47:51 
 Name of the deleted file is Common_application_form_2020_15858_1596711857.pdf 
 Name of the deleted file is DOCUMENTS_1_568608.pdf 
  
 2020-08-07 13:33:11 
  
 2020-08-07 18:44:14 
  
 2020-08-07 22:17:19 
  
 2020-08-08 02:39:54 
  
 2020-08-08 08:38:57 
  
 2020-08-08 13:18:34 
  
 2020-08-08 19:17:28 
  
 2020-08-08 22:18:02 
  
 2020-08-09 01:29:43 
  
 2020-08-09 10:10:03 
  
 2020-08-09 13:29:48 
  
 2020-08-09 22:01:58 
  
 2020-08-10 11:49:41 
  
 2020-08-10 14:57:19 
 Name of the deleted file is Common_application_form_2020_15811_1596692830.pdf 
  
 2020-08-10 18:02:55 
 Name of the deleted file is Common_application_form_2020_15811_1596692830.pdf 
 Name of the deleted file is Common_application_form_2020_15861_1597058149.pdf 
 Name of the deleted file is Common_application_form_2020_15861_1597059890.pdf 
 Name of the deleted file is DOCUMENTS_23_421765.pdf 
 Name of the deleted file is DOCUMENTS_23_831751.pdf 
 Name of the deleted file is DOCUMENTS_26_157403.pdf 
 Name of the deleted file is DOCUMENTS_33_263085.pdf 
 Name of the deleted file is DOCUMENTS_33_366749.pdf 
 Name of the deleted file is Document_category_2020_1_1596628720.pdf 
 Name of the deleted file is License_certificate_2020_15861_1597058474.pdf 
 Name of the deleted file is Registration_certificate_2020_15861_1597058474.pdf 
  
 2020-08-10 23:11:29 
 Name of the deleted file is Common_application_form_2020_15861_1597061582.pdf 
  
 2020-08-11 11:49:25 
  
 2020-08-12 17:00:37 
 Name of the deleted file is Common_application_form_2020_15862_1597127321.pdf 
 Name of the deleted file is Common_application_form_2020_15862_1597129841.pdf 
 Name of the deleted file is DOCUMENTS_23_902116.pdf 
 Name of the deleted file is DOCUMENTS_34_522130.pdf 
 Name of the deleted file is License_certificate_2020_15862_1597127911.pdf 
 Name of the deleted file is Registration_certificate_2020_15862_1597127911.pdf 
  
 2020-08-12 23:47:18 
 Name of the deleted file is payment_receipt_2020_GRndfas_1597239589.pdf 
 Name of the deleted file is payment_receipt_2020_GRndfas_1597240100.pdf 
  
 2020-08-13 11:01:17 
  
 2020-08-13 14:38:48 
  
 2020-08-13 17:43:00 
  
 2020-08-13 22:24:54 
  
 2020-08-14 11:16:21 
  
 2020-08-14 15:15:04 
  
 2020-08-14 21:40:35 
 Name of the deleted file is Common_application_form_2020_15858_1596711857.pdf 
  
 2020-08-15 00:44:09 
  
 2020-08-15 10:11:54 
  
 2020-08-15 18:06:21 
  
 2020-08-15 21:39:07 
  
 2020-08-16 11:25:31 
  
 2020-08-17 10:22:41 
  
 2020-08-17 13:41:47 
  
 2020-08-17 16:41:55 
  
 2020-08-18 15:39:14 
  
 2020-08-18 18:43:11 
  
 2020-08-19 10:57:41 
  
 2020-08-19 15:56:43 
 Name of the deleted file is DOCUMENTS_23_299843.pdf 
 Name of the deleted file is DOCUMENTS_25_951391.pdf 
 Name of the deleted file is DOCUMENTS_26_214761.pdf 
 Name of the deleted file is DOCUMENTS_71_969769.pdf 
 Name of the deleted file is Document_category_2020_1_1597822539.pdf 
 Name of the deleted file is Document_category_2020_1_1597822855.pdf 
 Name of the deleted file is Document_category_2020__1597823985.pdf 
 Name of the deleted file is Document_category_2020__1597824009.pdf 
  
 2020-08-19 19:10:14 
  
 2020-08-20 12:15:00 
  
 2020-08-20 18:31:13 
 Name of the deleted file is Common_application_form_2020_15866_1597916402.pdf 
 Name of the deleted file is DOCUMENTS_23_421765.pdf 
 Name of the deleted file is DOCUMENTS_26_157403.pdf 
 Name of the deleted file is DOCUMENTS_26_214761.pdf 
 Name of the deleted file is DOCUMENTS_34_488565.pdf 
 Name of the deleted file is Document_category_2020_1_1597822855.pdf 
 Name of the deleted file is Document_category_2020_1_1597908440.pdf 
 Name of the deleted file is Document_category_2020__1597824009.pdf 
 Name of the deleted file is payment_receipt_2020_BRN45367_1597916253.pdf 
  
 2020-08-20 23:10:55 
  
 2020-08-21 11:51:55 
  
 2020-08-21 15:48:58 
 Name of the deleted file is Document_category_2020_1_1597991379.pdf 
  
 2020-08-22 11:36:57 
 Name of the deleted file is Common_application_form_2020_15866_1597916402.pdf 
 Name of the deleted file is DOCUMENTS_23_323531.pdf 
 Name of the deleted file is DOCUMENTS_33_418222.pdf 
  
 2020-08-22 20:15:32 
  
 2020-08-22 23:15:34 
 Name of the deleted file is DOCUMENTS_43_622818.pdf 
 Name of the deleted file is DOCUMENTS_44_247046.pdf 
  
 2020-08-23 10:49:21 
  
 2020-08-23 14:35:26 
  
 2020-08-23 20:04:17 
  
 2020-08-23 23:53:18 
  
 2020-08-24 11:30:29 
 Name of the deleted file is Document_category_2020_1_1598209107.pdf 
  
 2020-08-24 13:30:08 
  
 2020-08-24 14:38:05 
  
 2020-08-24 18:21:32 
  
 2020-08-25 14:35:14 
  
 2020-08-25 18:59:37 
  
 2020-08-25 22:00:44 
  
 2020-08-26 01:01:49 
  
 2020-08-26 14:08:27 
  
 2020-08-26 17:21:59 
  
 2020-08-26 20:41:53 
  
 2020-08-27 00:04:10 
  
 2020-08-27 03:07:09 
  
 2020-08-27 11:10:05 
  
 2020-08-27 14:19:33 
  
 2020-08-27 22:48:24 
  
 2020-08-28 12:36:23 
  
 2020-08-28 18:29:54 
  
 2020-08-28 21:33:05 
  
 2020-08-29 12:50:31 
 Name of the deleted file is Factories_Rules_2_2019_17746.pdf 
 Name of the deleted file is Maternity_Benefit_2_2019_23548.pdf 
 Name of the deleted file is Payment_of_Wages_2_2019_20087.pdf 
  
 2020-08-29 18:10:55 
  
 2020-08-29 21:40:25 
  
 2020-08-30 01:10:21 
  
 2020-08-30 14:42:51 
  
 2020-08-30 18:58:54 
  
 2020-08-30 23:33:55 
  
 2020-08-31 02:50:39 
  
 2020-08-31 14:50:52 
  
 2020-08-31 18:52:01 
  
 2020-09-01 01:38:15 
  
 2020-09-01 12:26:03 
  
 2020-09-01 18:10:09 
  
 2020-09-01 21:35:17 
  
 2020-09-02 11:44:51 
  
 2020-09-02 18:52:24 
  
 2020-09-02 21:58:34 
  
 2020-09-03 11:30:37 
  
 2020-09-03 18:07:13 
  
 2020-09-03 23:22:36 
  
 2020-09-04 07:33:08 
  
 2020-09-04 14:42:46 
  
 2020-09-04 18:34:23 
  
 2020-09-04 22:05:15 
  
 2020-09-05 21:30:57 
  
 2020-09-06 12:36:37 
  
 2020-09-06 12:36:45 
  
 2020-09-06 18:40:17 
  
 2020-09-06 21:51:24 
  
 2020-09-07 00:52:22 
  
 2020-09-07 09:53:44 
  
 2020-09-07 14:52:18 
  
 2020-09-07 19:33:49 
  
 2020-09-08 00:11:19 
  
 2020-09-08 03:17:36 
  
 2020-09-08 17:44:02 
  
 2020-09-08 21:19:08 
  
 2020-09-09 11:58:00 
  
 2020-09-09 20:58:08 
  
 2020-09-10 02:34:48 
  
 2020-09-10 12:15:26 
  
 2020-09-10 20:40:39 
  
 2020-09-10 23:59:46 
  
 2020-09-11 10:10:27 
  
 2020-09-11 13:32:14 
  
 2020-09-11 16:35:47 
  
 2020-09-11 20:03:47 
  
 2020-09-12 09:47:59 
  
 2020-09-13 03:54:24 
  
 2020-09-14 01:04:07 
  
 2020-09-14 13:43:57 
  
 2020-09-14 17:50:32 
  
 2020-09-14 20:57:29 
  
 2020-09-15 00:14:18 
  
 2020-09-15 11:45:16 
  
 2020-09-15 19:23:35 
  
 2020-09-16 00:54:31 
  
 2020-09-16 10:01:58 
  
 2020-09-16 21:04:25 
  
 2020-09-17 00:41:53 
  
 2020-09-17 19:42:55 
  
 2020-09-18 00:13:00 
  
 2020-09-18 10:27:32 
  
 2020-09-18 19:58:51 
  
 2020-09-18 23:39:35 
  
 2020-09-19 00:19:01 
  
 2020-09-19 03:19:41 
  
 2020-09-19 17:13:44 
  
 2020-09-19 20:53:25 
  
 2020-09-20 00:25:52 
  
 2020-09-20 03:26:05 
 Name of the deleted file is DOCUMENTS_25-08-2020_363753.pdf 
 Name of the deleted file is DOCUMENTS_25-08-2020_532539.pdf 
 Name of the deleted file is DOCUMENTS_25-08-2020_711378.pdf 
  
 2020-09-20 23:42:31 
  
 2020-09-21 02:58:38 
  
 2020-09-21 13:23:03 
  
 2020-09-21 13:23:10 
  
 2020-09-21 16:37:28 
  
 2020-09-21 16:37:28 
  
 2020-09-21 19:37:32 
 Name of the deleted file is Document_category_2020_1_1600235794.pdf 
 Name of the deleted file is Document_category_2020__1600694939.pdf 
  
 2020-09-22 00:21:58 
 Name of the deleted file is DOCUMENTS_16-09-2020_233746.pdf 
 Name of the deleted file is DOCUMENTS_21-09-2020_47547.pdf 
  
 2020-09-22 03:22:01 
 Name of the deleted file is DOCUMENTS_16-09-2020_233746.pdf 
 Name of the deleted file is DOCUMENTS_16-09-2020_455531.pdf 
 Name of the deleted file is DOCUMENTS_21-09-2020_47547.pdf 
 Name of the deleted file is DOCUMENTS_21-09-2020_676209.pdf 
 Name of the deleted file is DOCUMENTS_25-08-2020_363753.pdf 
 Name of the deleted file is DOCUMENTS_25-08-2020_532539.pdf 
 Name of the deleted file is DOCUMENTS_25-08-2020_711378.pdf 
 Name of the deleted file is Document_category_2020__1600694939.pdf 
  
 2020-09-22 11:47:23 
 Name of the deleted file is DOCUMENTS_16-09-2020_233746.pdf 
 Name of the deleted file is DOCUMENTS_22-09-2020_586548.pdf 
 Name of the deleted file is DOCUMENTS_22-09-2020_61890.pdf 
 Name of the deleted file is DOCUMENTS_22-09-2020_758973.pdf 
 Name of the deleted file is DOCUMENTS_22-09-2020_935212.pdf 
  
 2020-09-22 18:36:48 
  
 2020-09-22 21:59:40 
  
 2020-09-23 01:17:02 
 Name of the deleted file is Document_category_2020_1_1600235794.pdf 
  
 2020-09-23 04:25:24 
 Name of the deleted file is COMMON_APPLICATION_FORM_23-09-2020_1600806432.pdf 
 Name of the deleted file is DOCUMENTS_16-09-2020_455531.pdf 
 Name of the deleted file is DOCUMENTS_23-09-2020_303406.pdf 
 Name of the deleted file is DOCUMENTS_23-09-2020_615387.pdf 
 Name of the deleted file is DOCUMENTS_23-09-2020_835480.pdf 
  
 2020-09-23 04:49:27 
 Name of the deleted file is DOCUMENTS_16-09-2020_233746.pdf 
 Name of the deleted file is DOCUMENTS_16-09-2020_455531.pdf 
 Name of the deleted file is DOCUMENTS_23-09-2020_615387.pdf 
  
 2020-09-23 12:26:06 
 Name of the deleted file is COMMON_APPLICATION_FORM_23-09-2020_1600817027.pdf 
  
 2020-09-23 15:26:53 
  
 2020-09-23 18:31:38 
  
 2020-09-23 21:32:52 
 Name of the deleted file is COMMON_APPLICATION_FORM_23-09-2020_1600872428.pdf 
 Name of the deleted file is DOCUMENTS_23-09-2020_107544.pdf 
 Name of the deleted file is DOCUMENTS_23-09-2020_280335.pdf 
  
 2020-09-24 00:33:00 
  
 2020-09-24 11:08:29 
 Name of the deleted file is Factory_site_plan_2020_15884_1600870766.pdf 
 Name of the deleted file is Plan_approval_letter_2020_15884_1600870766.pdf 
  
 2020-09-24 11:15:03 
  
 2020-09-24 21:49:16 
 Name of the deleted file is DOCUMENTS_23-09-2020_961182.pdf 
  
 2020-09-25 17:32:55 
  
 2020-09-25 21:01:13 
  
 2020-09-26 11:39:23 
  
 2020-09-26 19:32:27 
  
 2020-09-26 22:52:35 
  
 2020-09-27 18:04:31 
  
 2020-09-27 22:48:51 
  
 2020-09-28 11:51:42 
  
 2020-09-28 19:21:48 
  
 2020-09-28 22:53:08 
  
 2020-09-29 10:17:34 
  
 2020-10-03 19:22:21 
  
 2020-10-04 09:12:52 
  
 2020-10-04 19:38:32 
  
 2020-10-04 23:12:47 
  
 2020-10-05 14:28:54 
  
 2020-10-07 12:13:07 
  
 2020-11-18 12:13:56 
  
 2020-11-18 20:39:42 
  
 2020-11-18 22:26:11 
  
 2020-11-18 23:50:09 
  
 2020-11-19 12:01:06 
  
 2020-11-20 19:11:47 
  
 2020-12-15 19:08:55 
  
 2020-12-15 22:59:17 
  
 2020-12-16 11:01:40 
  
 2021-01-02 23:24:47 
  
 2021-01-03 18:35:10 
  
 2021-01-13 17:30:19 
  
 2021-01-15 14:14:24 
  
 2021-01-15 17:15:51 
  
 2021-01-18 16:04:19 
  
 2021-01-21 13:10:22 
  
 2021-01-21 16:12:41 
  
 2021-01-27 12:44:02 
  
 2021-01-27 16:26:57 
  
 2021-01-28 13:05:33 
  
 2021-01-28 16:17:35 
  
 2021-02-01 12:45:57 
  
 2021-02-01 16:31:51 
  
 2021-02-02 12:19:44 
  
 2021-02-02 15:25:44 
  
 2021-02-03 12:16:36 
  
 2021-02-03 15:18:59 
  
 2021-02-04 11:25:49 
  
 2021-02-04 14:55:02 
  
 2021-02-05 11:37:28 
  
 2021-02-05 15:08:44 
  
 2021-02-08 12:22:52 
  
 2021-02-09 12:19:09 
  
 2021-02-09 15:37:58 
  
 2021-02-10 12:14:38 
  
 2021-02-10 15:19:26 
  
 2021-02-11 11:35:09 
  
 2021-02-11 14:55:04 
  
 2021-02-18 12:27:39 
  
 2021-02-18 15:40:42 
  
 2021-02-19 12:34:55 
  
 2021-02-19 16:33:23 
  
 2021-02-22 12:33:25 
  
 2021-02-22 15:46:57 
  
 2021-02-22 15:46:59 
  
 2021-02-23 12:26:58 
  
 2021-02-23 15:30:09 
  
 2021-03-01 11:30:59 
  
 2021-03-01 14:34:20 
  
 2021-03-01 17:34:55 
  
 2021-03-02 11:15:47 
  
 2021-03-02 14:38:54 
  
 2021-03-02 17:44:21 
  
 2021-03-03 11:39:46 
  
 2021-03-03 14:55:13 
  
 2021-03-05 11:13:16 
  
 2021-03-05 15:02:22 
  
 2021-03-08 11:12:34 
  
 2021-03-08 14:55:26 
  
 2021-03-09 11:06:08 
  
 2021-03-09 14:07:26 
  
 2021-03-10 11:03:17 
  
 2021-03-12 11:06:09 
  
 2021-03-12 15:24:20 
  
 2021-03-15 11:45:52 
  
 2021-03-15 15:20:51 
  
 2021-03-19 11:53:01 
  
 2021-03-19 14:56:33 
  
 2021-03-22 11:19:37 
  
 2021-03-22 15:04:40 
  
 2021-03-23 11:22:32 
  
 2021-03-23 15:06:11 
  
 2021-03-24 11:13:27 
  
 2021-03-24 14:22:00 
  
 2021-03-24 17:23:28 
  
 2021-03-25 11:04:25 
  
 2021-03-25 14:47:22 
  
 2021-03-26 11:07:20 
  
 2021-03-26 14:07:58 
  
 2021-03-26 17:12:23 
  
 2021-03-30 11:04:44 
  
 2021-03-30 14:06:39 
  
 2021-03-30 17:08:01 
  
 2021-03-31 11:00:29 
  
 2021-03-31 14:58:56 
  
 2021-04-01 15:11:52 
  
 2021-04-01 15:11:56 
  
 2021-04-05 11:02:17 
  
 2021-04-05 14:03:03 
  
 2021-04-05 17:17:07 
  
 2021-04-06 11:36:56 
  
 2021-04-06 16:57:09 
  
 2021-04-07 11:22:23 
  
 2021-04-07 14:32:24 
  
 2021-04-07 17:36:21 
  
 2021-04-08 10:52:41 
  
 2021-04-08 14:28:36 
  
 2021-04-08 17:33:30 
  
 2021-04-12 11:10:29 
  
 2021-04-12 14:32:21 
  
 2021-04-13 12:14:32 
  
 2021-04-13 15:42:54 
  
 2021-04-16 11:29:41 
  
 2021-04-16 14:29:29 
  
 2021-04-19 13:47:29 
  
 2021-04-19 16:56:19 
  
 2021-04-23 21:27:51 
  
 2021-04-26 12:02:37 
  
 2021-04-26 15:06:41 
  
 2021-04-27 14:32:23 
  
 2021-04-27 20:24:27 
  
 2021-04-28 12:19:30 
  
 2021-04-28 20:22:14 
  
 2021-04-28 23:32:13 
  
 2021-04-29 20:33:08 
  
 2021-04-30 21:14:52 
  
 2021-05-03 07:44:47 
  
 2021-05-03 12:01:31 
  
 2021-05-03 20:12:17 
  
 2021-05-04 09:37:43 
  
 2021-05-04 14:34:02 
  
 2021-05-04 19:43:08 
  
 2021-05-04 22:44:16 
  
 2021-05-05 09:07:18 
  
 2021-05-05 20:17:25 
  
 2021-05-06 10:41:23 
  
 2021-05-07 20:09:34 
  
 2021-05-07 23:32:12 
  
 2021-05-08 12:12:41 
  
 2021-05-08 20:54:29 
  
 2021-05-12 19:44:28 
  
 2021-05-14 11:15:05 
  
 2021-05-16 20:12:43 
  
 2021-05-17 20:10:45 
  
 2021-05-18 16:15:06 
  
 2021-05-19 11:26:29 
  
 2021-05-19 20:48:15 
  
 2021-05-20 20:27:04 
  
 2021-05-21 19:33:25 
  
 2021-05-22 12:21:51 
  
 2021-05-24 19:24:35 
  
 2021-05-24 22:30:28 
  
 2021-05-25 20:39:52 
  
 2021-05-26 18:29:52 
  
 2021-05-26 22:59:45 
  
 2021-05-27 10:39:52 
  
 2021-05-27 14:56:06 
  
 2021-05-27 20:10:01 
  
 2021-05-28 07:59:23 
  
 2021-06-01 19:39:27 
  
 2021-06-02 10:04:32 
  
 2021-06-02 18:24:45 
  
 2021-06-03 10:30:56 
  
 2021-06-03 15:44:50 
  
 2021-06-07 11:43:11 
  
 2021-06-07 20:12:45 
  
 2021-06-07 23:17:50 
  
 2021-06-08 07:59:59 
  
 2021-06-08 11:37:53 
  
 2021-06-08 20:21:31 
  
 2021-06-09 08:43:52 
  
 2021-06-09 12:14:46 
  
 2021-06-09 19:25:57 
  
 2021-06-10 10:51:12 
  
 2021-06-12 09:15:52 
  
 2021-06-12 12:54:54 
  
 2021-06-14 08:54:37 
  
 2021-06-14 19:33:27 
  
 2021-06-15 08:13:59 
  
 2021-06-25 10:54:47 
  
 2021-06-25 19:49:27 
  
 2021-06-25 23:23:12 
  
 2021-06-26 20:33:46 
  
 2021-06-27 11:05:28 
  
 2021-06-28 07:28:35 
  
 2021-06-28 10:33:38 
  
 2021-06-28 14:42:57 
  
 2021-06-29 10:36:45 
  
 2021-06-29 21:10:09 
  
 2021-07-01 19:55:58 
  
 2021-07-02 11:37:49 
  
 2021-07-02 20:45:44 
  
 2021-07-15 20:01:40 
  
 2021-07-15 23:33:25 
  
 2021-07-20 20:42:28 
  
 2021-08-12 23:17:43 
  
 2021-09-08 20:20:13 
  
 2021-09-27 11:43:24 
  
 2021-11-05 10:33:42 
  
 2021-11-06 19:48:11 
  
 2021-11-08 20:50:08 
  
 2021-11-09 13:12:19 
  
 2021-11-09 20:15:30 
  
 2021-11-14 10:24:02 
  
 2021-11-14 19:52:41 
  
 2021-11-15 09:32:47 
  
 2021-11-15 19:17:12 
  
 2021-11-15 23:24:11 
  
 2021-11-27 09:14:28 
  
 2021-11-27 19:39:09 
  
 2021-11-28 20:02:41 
 
